id,tx,ty,tz,qw,qx,qy,qz,fx,fy,cx,cy
490,4.090643,-1.829451,-5.933502,0.995843,-0.062292,-0.066327,-0.004142,1414.141602,1414.141602,480,270
491,4.120356,-1.829451,-5.934775,0.995556,-0.060631,-0.071926,-0.004374,1414.141602,1414.141602,480,270
492,4.147816,-1.829451,-5.935955,0.995259,-0.059094,-0.077110,-0.004572,1414.141602,1414.141602,480,270
493,4.172904,-1.829451,-5.937036,0.994962,-0.057689,-0.081854,-0.004739,1414.141602,1414.141602,480,270
494,4.195496,-1.829451,-5.938013,0.994673,-0.056424,-0.086132,-0.004879,1414.141602,1414.141602,480,270
495,4.215470,-1.829451,-5.938878,0.994400,-0.055304,-0.089921,-0.004994,1414.141602,1414.141602,480,270
496,4.232706,-1.829451,-5.939627,0.994151,-0.054338,-0.093195,-0.005087,1414.141602,1414.141602,480,270
497,4.247081,-1.829451,-5.940253,0.993934,-0.053532,-0.095929,-0.005160,1414.141602,1414.141602,480,270
498,4.258474,-1.829451,-5.940751,0.993756,-0.052893,-0.098099,-0.005215,1414.141602,1414.141602,480,270
499,4.266762,-1.829451,-5.941114,0.993623,-0.052428,-0.099680,-0.005253,1414.141602,1414.141602,480,270
500,4.271825,-1.829451,-5.941336,0.993541,-0.052144,-0.100647,-0.005275,1414.141602,1414.141602,480,270
